,Li-Li,Li-Ag,Ag-Ag,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,9.451329276052073e-08,0.0,0.0,0.5
6,1.8387081536393844e-06,0.0,0.0,0.6000000000000001
7,1.3585575671165735e-05,0.0,0.0,0.7000000000000001
8,7.392790748937661e-05,2.4957416369574994e-07,0.0,0.8
9,0.0003206487472560137,2.401194243866578e-06,0.0,0.9
10,0.0011400884258801587,1.6958447502903748e-05,0.0,1.0
11,0.0033860817166370544,9.53737117455258e-05,0.0,1.1
12,0.008571538389574607,0.0004407793198913583,0.0,1.2000000000000002
13,0.018926799816835236,0.0017226695643746022,1.1590201524918276e-06,1.3
14,0.03736424275389548,0.0058283410494866,1.495010624795686e-05,1.4000000000000001
15,0.06746326365695443,0.017163793880791967,0.00010639303730781735,1.5
16,0.11330797426231752,0.044083927400036554,0.0005652512833361647,1.6
17,0.17875481958219053,0.09892518003923623,0.0024154571831482693,1.7000000000000002
18,0.2659942268364009,0.1948860396301454,0.008517984761827337,1.8
19,0.37414052300753636,0.3399216843326781,0.02521395249367637,1.9000000000000001
20,0.4989038472783608,0.5309003044577416,0.06348355822721,2.0
21,0.6333842926377541,0.7520026192646921,0.1376023750037355,2.1
22,0.7689876153903867,0.9785794943793775,0.25958771928557917,2.2
23,0.896129785635909,1.1841735212951066,0.43052771715045773,2.3000000000000003
24,1.0056884469952845,1.347103763372898,0.6340075061016466,2.4000000000000004
25,1.0913072027015125,1.4545111678385854,0.838478747578703,2.5
26,1.1508997696176093,1.5038189060492417,1.0100288957198318,2.6
27,1.1861284456746843,1.5017873727756412,1.1274443207292841,2.7
28,1.2006551795169396,1.4611966461123314,1.1883568669119187,2.8000000000000003
29,1.198823605389216,1.3965703016035669,1.2035833654639767,2.9000000000000004
30,1.1852367751008208,1.3211056703348065,1.1869481207036168,3.0
31,1.1643247849990817,1.2451535999047005,1.1493570548740177,3.1
32,1.1394541729767482,1.1753014641686492,1.0992117343408732,3.2
33,1.1124457977660154,1.114219317822543,1.044358988421477,3.3000000000000003
34,1.0841626945714717,1.0619721502069277,0.9910569100594171,3.4000000000000004
35,1.0554724354092457,1.017867106835637,0.9419413857602896,3.5
36,1.027659890841567,0.9814278340670965,0.8974000442401713,3.6
37,1.002360279057043,0.9524813531728826,0.8591133782453105,3.7
38,0.9813706151760061,0.9310147427164605,0.8312115686182676,3.8000000000000003
39,0.9661573077339499,0.9168340656055819,0.818069724501232,3.9000000000000004
40,0.9570269877519646,0.9091360443155448,0.8209246517784667,4.0
41,0.9527144693875105,0.9066861010577777,0.8357064163272605,4.1000000000000005
42,0.9511979966629792,0.9086292551311371,0.8541309985323465,4.2
43,0.9512177031332871,0.9149249542764115,0.8683342645615711,4.3
44,0.9529772993941051,0.9257454756940219,0.8758319646089855,4.4
45,0.9572874562544591,0.9405257605686935,0.8808897659573558,4.5
46,0.9641245094492165,0.9578504718122255,0.8913119898257955,4.6000000000000005
47,0.972180804698986,0.9761266470185087,0.9127926922430335,4.7
48,0.9797740992132834,0.993915736480695,0.944471200804042,4.800000000000001
49,0.9860840025787809,1.0097443549153828,0.9789776837756143,4.9
50,0.9915184548648698,1.022280695341004,1.0070575238068484,5.0
51,0.9968486611316947,1.030992719812017,1.0227679255955024,5.1000000000000005
52,1.0019863164535712,1.0362605364529371,1.0253703468874649,5.2
53,1.0058457325949346,1.0386507489496581,1.0179819772387764,5.300000000000001
54,1.007604759908424,1.0384428680904385,1.0052926490874408,5.4
55,1.0078359386545714,1.0359984458343137,0.9913181282996889,5.5
56,1.007991655502639,1.0320331151190285,0.9779947669465429,5.6000000000000005
57,1.008825697816,1.027141381407482,0.9660060016504477,5.7
58,1.0096485665821742,1.0213905049520846,0.9568772943279769,5.800000000000001
59,1.0092077549813436,1.0147367825441354,0.953192304038637,5.9
60,1.0070957745716576,1.0076617745317964,0.9562998292568022,6.0
61,1.0041095260032635,1.0011961792524566,0.9644546335770376,6.1000000000000005
62,1.0013607455303368,0.9963964568940228,0.9736989694003538,6.2
63,0.9993465186285992,0.9937768336829281,0.9804262002929417,6.300000000000001
64,0.9978803982942199,0.9929868096923189,0.9830608888519041,6.4
65,0.9966061288742359,0.9930109771886779,0.9818943573957065,6.5
66,0.9954071528948557,0.992897315242268,0.977994862234633,6.6000000000000005
67,0.9944184107082444,0.9923961598063326,0.9723619120673613,6.7
68,0.9937830841888329,0.9918225943439929,0.9658362557453634,6.800000000000001
69,0.9935500044389891,0.9913754095781188,0.9593668668188504,6.9
70,0.9938418870264928,0.9908233312070316,0.9539310900333413,7.0
71,0.9948565425457548,0.9900443547323715,0.9502950266696469,7.1000000000000005
72,0.9964638106152278,0.9896805216688521,0.9491847916484903,7.2
73,0.997957789399732,0.990795377170804,0.9513553918552862,7.300000000000001
74,0.9984363421614736,0.9937869004856598,0.9570165094196197,7.4
75,0.9974631013380443,0.9979845185285227,0.9653878074070805,7.5
76,0.9954272202208695,1.0023499725153167,0.9750342419127028,7.6000000000000005
77,0.9933466587282639,1.0061832539663016,0.9843224898155717,7.7
78,0.9922019921829274,1.009083015006173,0.991507953875167,7.800000000000001
79,0.9922941321824483,1.0107314946250845,0.9949347229854357,7.9
80,0.9932170721479262,1.0110487901256147,0.9937030175232511,8.0
81,0.9943786638879627,1.0104112039515192,0.9883879750915192,8.1
82,0.9954070415111176,1.0095192444613406,0.9812302852486885,8.200000000000001
83,0.9961606695981209,1.0089808895747272,0.9753937534412944,8.3
84,0.9966651263309875,1.0089604170961095,0.9731986573404041,8.4
85,0.9970801180599019,1.0092228786916442,0.9743110251105784,8.5
86,0.9974688852496302,1.0094794731707308,0.9757632753957569,8.6
87,0.9975697139176716,1.00953334133877,0.9744247778178783,8.700000000000001
88,0.9969799304860919,1.0091163586677463,0.9697829997724997,8.8
89,0.9956081276097507,1.0078867694066447,0.9642429824536527,8.9
90,0.993897658558503,1.0057512826304695,0.9609511621332522,9.0
91,0.9925990288087891,1.0030956945405956,0.9616664214067381,9.1
92,0.9922593326660937,1.0005884615052898,0.9660697630669536,9.200000000000001
93,0.9928033096932666,0.9987303717259902,0.9719342079399161,9.3
94,0.9935837678363405,0.997606554557736,0.9760771158850284,9.4
95,0.9939124347532925,0.9970327654117191,0.9764164406129932,9.5
96,0.9935617861674937,0.9967923582009314,0.9736258925716882,9.600000000000001
97,0.9927886169232216,0.996693401710827,0.9703708420627823,9.700000000000001
98,0.9920065465852586,0.9965633481086342,0.9688334237923832,9.8
99,0.9914793972193393,0.9963401848800465,0.9691486795612214,9.9
100,0.9912457063516572,0.9961441995037592,0.9699431582225697,10.0
