,Li-Li,Li-Ag,Ag-Ag,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,2.004877077567383e-07,0.0,0.0,0.6000000000000001
7,2.0059323576036635e-06,0.0,0.0,0.7000000000000001
8,1.365058328456859e-05,2.686222021896923e-07,0.0,0.8
9,6.928291002867146e-05,2.1085604103181284e-06,0.0,0.9
10,0.00028662032188996495,1.536175169309064e-05,0.0,1.0
11,0.000987979508174305,9.03726678861067e-05,0.0,1.1
12,0.0028905952801558856,0.00044034690802571824,0.0,1.2000000000000002
13,0.007305154201697381,0.0018265257924562754,0.0,1.3
14,0.016255806397189224,0.006552604468040155,2.983704460685508e-06,1.4000000000000001
15,0.03254313230712182,0.020339238735735423,2.7645873612560355e-05,1.5
16,0.059861760586653615,0.05447926799297418,0.00017393867240702934,1.6
17,0.10286441730617912,0.12587248297400666,0.0008541286376127973,1.7000000000000002
18,0.16658433487440957,0.2517516669230268,0.003408529484650838,1.8
19,0.2545929888704308,0.43907101666378323,0.01134899769201926,1.9000000000000001
20,0.3663778171576177,0.674875564856623,0.0321815261165929,2.0
21,0.49580849424129064,0.9267722478712356,0.07885940197359961,2.1
22,0.6323100097022781,1.155923334248042,0.16858709707223996,2.2
23,0.7643090705561897,1.3337258211440919,0.31602434732720874,2.3000000000000003
24,0.8828545360664495,1.449912186083835,0.5211037588970769,2.4000000000000004
25,0.9833173118946295,1.5087305132634425,0.7592834087006706,2.5
26,1.0644085289311,1.5202494242691194,0.9863027181369083,2.6
27,1.1259465353101636,1.4945313197322454,1.159459265124164,2.7
28,1.1678593179642052,1.4403515483754725,1.2596660642308568,2.8000000000000003
29,1.190882275802915,1.366305754638407,1.2952571247391123,2.9000000000000004
30,1.197256570111891,1.281848376015371,1.286769124933675,3.0
31,1.190433416869489,1.196526349408968,1.2503418287993264,3.1
32,1.174167248175962,1.1177175618021824,1.194348777458194,3.2
33,1.1516331976269156,1.0492318058743064,1.1261354602724112,3.3000000000000003
34,1.125219597270556,0.992185131093588,1.0563200017932977,3.4000000000000004
35,1.0971636514904146,0.9467962971901965,0.9958217616929539,3.5
36,1.069964799938074,0.9132159129750909,0.9513417323008975,3.6
37,1.0456153031378645,0.8912008723235508,0.9243143728257626,3.7
38,1.0245961664944112,0.8797708119367069,0.9123261316140063,3.8000000000000003
39,1.006205645988106,0.8775188825294676,0.9108850511884823,3.9000000000000004
40,0.9899408839594773,0.8830326226178995,0.9153908477929074,4.0
41,0.9762958900819714,0.8947646684263326,0.9228149637721634,4.1000000000000005
42,0.9662498003674357,0.9106306410052525,0.9319332667505489,4.2
43,0.9603211225605601,0.9281421220515944,0.942289896303644,4.3
44,0.9582767704063204,0.9451922996600646,0.9532633036327612,4.4
45,0.9594599259443765,0.9607076059661395,0.9633481915169326,4.5
46,0.96300340540246,0.9745411928291976,0.9694707044792996,4.6000000000000005
47,0.9677594894903963,0.9870114348797991,0.9681410286501279,4.7
48,0.9724872336641044,0.9985656967256173,0.959379436614708,4.800000000000001
49,0.97652366155813,1.0092876343692565,0.9492745389868027,4.9
50,0.980267392180177,1.018384099233322,0.946230764864928,5.0
51,0.9847295792330472,1.0245661825788857,0.9536848919655662,5.1000000000000005
52,0.9904157436703879,1.027272584399596,0.9677264841832192,5.2
53,0.9966635327310429,1.0272456395791894,0.9819618865151168,5.300000000000001
54,1.00209896413179,1.0257751510074793,0.9926673750649513,5.4
55,1.0056232881881413,1.0236788114680988,0.9985763344859719,5.5
56,1.0069172158658797,1.0211293449141523,0.9981551704919972,5.6000000000000005
57,1.0063273444176501,1.0180952573418343,0.9893944007461977,5.7
58,1.0046247778887052,1.0145697291364912,0.9722930986623368,5.800000000000001
59,1.0027611562265868,1.0104268043721965,0.950836928422106,5.9
60,1.0014582697034744,1.00553858186506,0.9319175611896334,6.0
61,1.0008608890471082,1.0003921803649036,0.9214465159320958,6.1000000000000005
62,1.0005722206224572,0.9963815972780252,0.92085977119128,6.2
63,0.9999968705078669,0.994938783256936,0.9272656983968616,6.300000000000001
64,0.99875840818385,0.9960988378505241,0.9365640171891096,6.4
65,0.9970104335347645,0.9981015433155976,0.9458478060834637,6.5
66,0.9953931840244827,0.9987531238018232,0.9531491476848777,6.6000000000000005
67,0.9945533071046724,0.9973672620156919,0.9562112159491806,6.7
68,0.9946202865144632,0.9952773431161529,0.9528675202548096,6.800000000000001
69,0.995107518643353,0.9943991336616703,0.9432162742002645,6.9
70,0.9952656813271581,0.9955786095775719,0.9310666972140396,7.0
71,0.9945901448769014,0.9984308644151707,0.92244032507227,7.1000000000000005
72,0.9931700610137169,1.0022502287670902,0.9216275375940493,7.2
73,0.9916670172288573,1.006498784488957,0.9279475227128114,7.300000000000001
74,0.9909127558921282,1.010479353585784,0.9363350670423631,7.4
75,0.9913604674106661,1.0131399058160369,0.9415076637171564,7.5
76,0.992761043466221,1.013653227988091,0.9417219100546977,7.6000000000000005
77,0.9943692110855957,1.01214893781361,0.938779110734265,7.7
78,0.9955334495891534,1.0096397630789138,0.9353690594576022,7.800000000000001
79,0.9961091016953187,1.0071733102424252,0.9332925489505555,7.9
80,0.9963618173954043,1.0051829737711844,0.9335856794878721,8.0
81,0.99655946850493,1.0036643365629034,0.9365857797270695,8.1
82,0.9966690874073791,1.0026695536531947,0.9408345592129744,8.200000000000001
83,0.9964316686234712,1.0023233361353725,0.9428922097633352,8.3
84,0.9957392968115385,1.0024990602471229,0.9399953773606544,8.4
85,0.9948800552183639,1.002811573653738,0.9334581941113936,8.5
86,0.9943174566217218,1.0029109889979992,0.9285515333229304,8.6
87,0.9942338442729602,1.0026556034018792,0.9304021509489432,8.700000000000001
88,0.9944179894252005,1.0021229169592045,0.9400572027132392,8.8
89,0.9946123622739615,1.0015639213900587,0.9542208169849403,8.9
90,0.994783399950448,1.0012610513445312,0.9678808770223564,9.0
91,0.994967063173054,1.0014163266116807,0.9771825937189896,9.1
92,0.9950577494185776,1.0021625704560058,0.9810401187471471,9.200000000000001
93,0.9949233936905201,1.003490408940592,0.9809653754872885,9.3
94,0.9946101195839399,1.0050559647710013,0.979229833402199,9.4
95,0.9942655833904551,1.0062690048712886,0.9769670715499533,9.5
96,0.9939092296893139,1.0067536081047934,0.9741432456715095,9.600000000000001
97,0.9934111745617046,1.0066206419812729,0.9709309398775064,9.700000000000001
98,0.992703602444813,1.006215444167673,0.9682133601945864,9.8
99,0.9919412861067646,1.0057898083824817,0.96669045640295,9.9
100,0.9914359592973278,1.0055100391376388,0.9661891082316111,10.0
