,Li-Li,Li-Ag,Ag-Ag,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,9.461373127041797e-08,0.0,0.0,0.4
5,8.588118794453992e-07,0.0,0.0,0.5
6,5.544400720250606e-06,0.0,0.0,0.6000000000000001
7,2.8080785223804176e-05,0.0,0.0,0.7000000000000001
8,0.00011654957132850909,0.0,0.0,0.8
9,0.00041125460351943923,9.546492746869852e-07,0.0,0.9
10,0.00126002628574155,1.1428850463461155e-05,0.0,1.0
11,0.0034195746163036976,7.870844297897932e-05,0.0,1.1
12,0.008331012204399925,0.0004126151163472372,0.0,1.2000000000000002
13,0.018405296773137524,0.0017433932886686753,6.256091618697026e-07,1.3
14,0.03714784113357153,0.006112782739616603,1.148985055853854e-05,1.4000000000000001
15,0.06891299884171943,0.018104682311048306,8.67712833518747e-05,1.5
16,0.11810560413622986,0.045999460930311264,0.00047074630352255694,1.6
17,0.18787008162066282,0.10166796093946398,0.002045177188898643,1.7000000000000002
18,0.27872857330138134,0.19794592225280214,0.007258420211408019,1.8
19,0.38799194702337503,0.3433180963239536,0.02140957267320235,1.9000000000000001
20,0.5105049377925845,0.535869019560666,0.05336192465339005,2.0
21,0.6400319429433472,0.7601895379901643,0.11435346909837896,2.1
22,0.7698331809211728,0.9901050888489685,0.21441127461560155,2.2
23,0.8923765961106233,1.1964622450186386,0.3571354598576742,2.3000000000000003
24,0.9999789150230894,1.3557734839598121,0.5347947137481213,2.4000000000000004
25,1.0870081850572435,1.4556429065668142,0.7268773657951932,2.5
26,1.1513930874669336,1.4957092607274225,0.9048448713696452,2.6
27,1.1936375059491096,1.4851779292407035,1.0413880320378195,2.7
28,1.2149603420060557,1.4386801540362453,1.1188542739072662,2.8000000000000003
29,1.217090461702641,1.3719791079141614,1.1339293431564001,2.9000000000000004
30,1.2033655203808309,1.2984632914483714,1.0987323095764943,3.0
31,1.1787894513199229,1.2269684556018818,1.0370443934418556,3.1
32,1.1483758763564533,1.1615816726815729,0.9744887920824182,3.2
33,1.1156265603521307,1.1032979544709614,0.927512603324913,3.3000000000000003
34,1.0825996179776303,1.0520532688298527,0.8996189647351441,3.4000000000000004
35,1.0508881198934377,1.0078182126186275,0.8865141887066174,3.5
36,1.022182398508845,0.9709407944530081,0.8825387161604038,3.6
37,0.9979983030777626,0.94215294958676,0.8824790375011022,3.7
38,0.9790498712491625,0.9220411988548339,0.8814568830251563,3.8000000000000003
39,0.9650283614264588,0.9103142619789795,0.8771746831416735,3.9000000000000004
40,0.9551081833987454,0.9057709975277597,0.8725313289034893,4.0
41,0.9486637273880445,0.9069220365699329,0.8739528345536585,4.1000000000000005
42,0.9455649578986411,0.9124402870296096,0.8857855164756601,4.2
43,0.9460216828617716,0.9212548608800482,0.9061216555838345,4.3
44,0.9501586428092277,0.932496174257979,0.9284952551299569,4.4
45,0.9574465622741173,0.9453577942627067,0.9473410236408132,4.5
46,0.9664387612316667,0.9590289067387553,0.9609702286364052,4.6000000000000005
47,0.9753197390397531,0.9728610972762117,0.9696960168092855,4.7
48,0.9828887051203342,0.9865991487870436,0.9734423615969209,4.800000000000001
49,0.9889887591481487,1.000266650351207,0.9726422980054082,4.9
50,0.9940598030984582,1.0136252846409388,0.9701870506870371,5.0
51,0.998412807210353,1.0256679872881571,0.970368293363885,5.1000000000000005
52,1.0019247775160383,1.0348264892667833,0.9751500163395348,5.2
53,1.0043367951086322,1.0399475499216095,0.982172375040111,5.300000000000001
54,1.005795534819836,1.0411415729295292,0.9872634158330891,5.4
55,1.0070223318149605,1.0395287399908153,0.9888854933421454,5.5
56,1.0087424577195705,1.0361666124982798,0.9894314634978894,5.6000000000000005
57,1.0108480311836596,1.0314263258881478,0.9922101152628424,5.7
58,1.0123077084105667,1.0253981376952355,0.9979135403487809,5.800000000000001
59,1.0120447664790664,1.0185821511921465,1.0042131874464437,5.9
60,1.0098627675171854,1.0119506747643383,1.00779378218837,6.0
61,1.0065601961442798,1.006359247688044,1.0058427336347684,6.1000000000000005
62,1.0032527067110009,1.0020359498596165,0.9964813852907557,6.2
63,1.0005253816364925,0.9987621963336983,0.979653031129945,6.300000000000001
64,0.9981785864169268,0.9964064143023051,0.9583153202090279,6.4
65,0.9958234140857676,0.9949707036233579,0.9378481918319844,6.5
66,0.9936140173695381,0.9941586443201433,0.9234695098980702,6.6000000000000005
67,0.9921861075636016,0.9932657063970776,0.9180590608885563,6.7
68,0.9918744067066751,0.9917386340748634,0.9218690410935204,6.800000000000001
69,0.9922280520033676,0.9898562311371671,0.9330702903791885,6.9
70,0.9924403067342829,0.9887387679430744,0.9481368445824094,7.0
71,0.9921725073839959,0.9894605390664494,0.9626412123304038,7.1000000000000005
72,0.9918337385128722,0.9920023901071638,0.9729005699580086,7.2
73,0.9920664424717326,0.995192140355859,0.977604254399123,7.300000000000001
74,0.993072210334965,0.9977978184740575,0.9782704930773489,7.4
75,0.9944732021092132,0.9995428718465935,0.9783669432926205,7.5
76,0.9957312418359385,1.0010200707179642,0.9814195200012903,7.6000000000000005
77,0.9965747783520232,1.0029059001794693,0.9887257740821572,7.7
78,0.9970180587636537,1.005364698557258,0.9981597429130097,7.800000000000001
79,0.9971383645664434,1.0078989038968003,1.0054555950801438,7.9
80,0.9970598101707262,1.009623687702309,1.0073766721802617,8.0
81,0.9971148234526055,1.0099585328170675,1.0042695117500635,8.1
82,0.9976753617247031,1.0092046841608953,0.9995240659849933,8.200000000000001
83,0.998658682206947,1.0082535510200512,0.9963826543596975,8.3
84,0.9993985073268535,1.0076974298894676,0.995563950172658,8.4
85,0.9991800542421809,1.0074164339152596,0.9957903131872842,8.5
86,0.9978731126681472,1.0070215730704475,0.9954652210399665,8.6
87,0.9960609198275335,1.0064422311677435,0.9934461901346128,8.700000000000001
88,0.9946410584600278,1.0059673249688394,0.989418075979702,8.8
89,0.9942299359585379,1.0058790735789567,0.9842714366732417,8.9
90,0.9947350239939965,1.0061852098207762,0.9794130120118715,9.0
91,0.9954355091193026,1.0066865247935801,0.9754991234430433,9.1
92,0.995595883001434,1.0072242355713492,0.9724208872895019,9.200000000000001
93,0.9950347946951464,1.0077172061664017,0.9701846157902276,9.3
94,0.9940897055599722,1.0078697446182905,0.9688569028528637,9.4
95,0.9932144533799658,1.00707076050516,0.9677967141870555,9.5
96,0.9927886177487886,1.0049295859226421,0.9658995372463247,9.600000000000001
97,0.9931058950798469,1.001913942358849,0.9628570168313488,9.700000000000001
98,0.994186563608598,0.9991626001212804,0.9596268773307154,9.8
99,0.9955803011892091,0.9975183641973837,0.9573878940260695,9.9
100,0.9965507019819398,0.9969260002886027,0.9564338354125975,10.0
