,Li-Li,Li-Ag,Ag-Ag,r
0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.1
2,0.0,0.0,0.0,0.2
3,0.0,0.0,0.0,0.30000000000000004
4,0.0,0.0,0.0,0.4
5,0.0,0.0,0.0,0.5
6,0.0,0.0,0.0,0.6000000000000001
7,4.620045698018019e-07,0.0,0.0,0.7000000000000001
8,4.636883048152938e-06,0.0,0.0,0.8
9,2.849859958676506e-05,1.798460695595249e-07,0.0,0.9
10,0.00013499233063880953,4.8623635173782476e-06,0.0,1.0
11,0.0005197578165464854,4.4844606215450817e-05,0.0,1.1
12,0.001650767861742955,0.00028674874170045255,0.0,1.2000000000000002
13,0.0044234848295416325,0.0014112492324459542,9.428664689832691e-07,1.3
14,0.010297783169979275,0.005656586622214692,8.725559918832968e-06,1.4000000000000001
15,0.0215259286227934,0.01889149431692838,5.98198315216182e-05,1.5
16,0.04156877814278022,0.05313681376813435,0.00032831290632414067,1.6
17,0.07527767342568409,0.12694415005032977,0.001474591232623037,1.7000000000000002
18,0.12796713871024804,0.259823716146268,0.00558843233608851,1.8
19,0.2034248815432345,0.46034718551642095,0.018272494274560288,1.9000000000000001
20,0.3021961524881793,0.7153102161832048,0.05172823851941378,2.0
21,0.42098898205898355,0.9905040898042964,0.12660821392335822,2.1
22,0.5527596609181702,1.2446427422595725,0.2674373297635037,2.2
23,0.6875950048006817,1.445669495910149,0.4884538141932243,2.3000000000000003
24,0.8151071026320427,1.5783490847555905,0.7767832047119619,2.4000000000000004
25,0.9273330632598964,1.642407382212873,1.088833371016923,2.5
26,1.020045144079615,1.6470937615610548,1.3677680910577017,2.6
27,1.092179549797893,1.606398402218097,1.5695766342171455,2.7
28,1.1445657615891798,1.535648600169284,1.6777415909604156,2.8000000000000003
29,1.1786620353528934,1.4489516511147114,1.7002342694816046,2.9000000000000004
30,1.1958108376255323,1.3572187988462419,1.6577790420446643,3.0
31,1.1976249358163618,1.2672653612503948,1.5740356420721942,3.1
32,1.186907589433488,1.1828756562557776,1.4715533827694034,3.2
33,1.1676079938533153,1.1070920296581153,1.370978898165389,3.3000000000000003
34,1.1436765478175366,1.0431239871328142,1.288041932998822,3.4000000000000004
35,1.1180391440321675,0.9928888799834185,1.2279890469537862,3.5
36,1.0923071240844788,0.9556622650517481,1.1845525725543287,3.6
37,1.0671088950343557,0.9290110537584345,1.147004770134585,3.7
38,1.0429886779316102,0.9107937609724642,1.1083289587630532,3.8000000000000003
39,1.0211671934794984,0.9000441931385739,1.0672846673507272,3.9000000000000004
40,1.0030666976146905,0.8964320327073245,1.0255381856582675,4.0
41,0.989314826107765,0.8993088737606082,0.9860657693255394,4.1000000000000005
42,0.9798561732518815,0.907169083840292,0.954963022411424,4.2
43,0.9745876974914036,0.9179204499042236,0.9414547490740399,4.3
44,0.9729557538114114,0.9297817599083523,0.9512985978294065,4.4
45,0.9733290431812242,0.9419448133901085,0.9796322785507037,4.5
46,0.9737517624008942,0.954275785978927,1.0137375568204425,4.6000000000000005
47,0.9733562617909363,0.9664470598117151,1.0429183080910103,4.7
48,0.9727825483726246,0.9776066835903754,1.0624560488095778,4.800000000000001
49,0.9734647984847309,0.9868712146974714,1.0699626051539277,4.9
50,0.9765567066980843,0.9939712138109215,1.0638645751015405,5.0
51,0.9820291182767,0.9994279455885636,1.0464359857998835,5.1000000000000005
52,0.9884538163575193,1.004210946997768,1.024268676225678,5.2
53,0.9937533085007635,1.008978541392796,1.0038729466681515,5.300000000000001
54,0.9964635018200203,1.0134484168225102,0.9876590952370514,5.4
55,0.9964726570521726,1.0166812601991548,0.9739691286760961,5.5
56,0.9947353666239666,1.0180859492575411,0.9592789470511084,5.6000000000000005
57,0.9925750477827824,1.017908035633677,0.9402646876835841,5.7
58,0.9911157353302877,1.016784819279787,0.9154936764653797,5.800000000000001
59,0.9908029150170754,1.0152053794970377,0.8864122601362252,5.9
60,0.9912561119359046,1.0134247444168247,0.8571967729848381,6.0
61,0.9916951692425723,1.011431501195074,0.8338607742000558,6.1000000000000005
62,0.9914618261618218,1.0088264648240735,0.822745884607263,6.2
63,0.9902389243659806,1.0051214770442856,0.8282081379545266,6.300000000000001
64,0.9881635570736413,1.0004961793791451,0.8500781380066872,6.4
65,0.985888745500096,0.9961013476359324,0.8824051620906999,6.5
66,0.9843444486208652,0.993379531651202,0.9151499113086974,6.6000000000000005
67,0.9842606685028098,0.9929840980208609,0.93901276229422,6.7
68,0.9857650944656993,0.9942328598601107,0.9504095580690732,6.800000000000001
69,0.9882431369563995,0.9955387050143013,0.9524219698987821,6.9
70,0.990682876341164,0.9955527530646407,0.9506987683081269,7.0
71,0.9924857005152159,0.9941549992058741,0.9480255824467442,7.1000000000000005
72,0.9939735835575878,0.9924454286199547,0.942733527596017,7.2
73,0.9959062307400842,0.9917214678076162,0.9326159049275698,7.300000000000001
74,0.9984746739784008,0.9923879897216635,0.9198288176718202,7.4
75,1.000883731347433,0.9937452563102875,0.9104398838009738,7.5
76,1.001897310879552,0.9947412781873324,0.9089671955325962,7.6000000000000005
77,1.0007540087405549,0.9948355967563131,0.9147699246586524,7.7
78,0.9977437806150852,0.9942176743405624,0.924110115460067,7.800000000000001
79,0.9940882870808172,0.9935078070370302,0.9340851958436472,7.9
80,0.9911362849300267,0.9934630190612893,0.9434140487609372,8.0
81,0.9894375074988601,0.9947728698073992,0.9503411443994557,8.1
82,0.9885651891938656,0.9977494391131644,0.9516998436986673,8.200000000000001
83,0.9877982529131047,1.0019976877930994,0.9451746102702986,8.3
84,0.9868260243686365,1.0064576411617951,0.9321816077908793,8.4
85,0.9858538877194558,1.009981192456254,0.91770048196998,8.5
86,0.9853087109539755,1.0118685107636831,0.9070885186403067,8.6
87,0.9855102897270559,1.0118210199108757,0.903138726895748,8.700000000000001
88,0.9865117572321531,1.0098219446844867,0.9055053489238886,8.8
89,0.9882064587723538,1.0065237710369108,0.9120189011332765,8.9
90,0.9904589567840836,1.0034290358260745,0.9202442517576565,9.0
91,0.9929961643802165,1.0020303498235867,0.9283217507358327,9.1
92,0.9952995450924262,1.002642717340908,0.9354314850410321,9.200000000000001
93,0.9968298323018495,1.0041843708641185,0.9423378087365497,9.3
94,0.9974040008384097,1.0050454223424672,0.9511938580161393,9.4
95,0.9972874995214738,1.0042164035177634,0.9635310434295594,9.5
96,0.9969140474111121,1.0018723470194608,0.9777959301754672,9.600000000000001
97,0.9965731013267146,0.9991013626577461,0.9895841996356786,9.700000000000001
98,0.9963582251363653,0.9970459473772518,0.9952126800776117,9.8
99,0.9962667240422453,0.9961294944023904,0.9950817614664653,9.9
100,0.9962508223995046,0.995954593132821,0.9931677226091953,10.0
